manner_of_death,armed,signs_of_mental_illness,threat_level,flee,body_camera,is_geocoding_exact,city,age,city,gender,longitude,latitude,race,state,name,id
shot,gun,True,attack,Not fleeing,False,True,Hurst,31.5,Houston,M,-94.4325,35.7561,W,CA,Clayton Chase,1814
shot,metal pipe,False,other,Foot,False,True,Fruitland Park,39.6,Los Angeles,M,-111.6909,39.5775,B,CA,Daniel Payne,1815
shot,,False,other,Car,False,True,Tolleson,36.9,Phoenix,M,-75.771,33.7473,H,CA,Thomas Contreras,1816
shot,hammer,True,other,Not fleeing,False,True,Rock Island,36.0,Phoenix,M,-101.5002,40.5882,W,CA,Thomas Simmons,1817
shot and Tasered,unarmed,False,attack,Not fleeing,False,True,Lexington County,32.4,Los Angeles,M,-110.1762,33.9831,H,CA,Krista Mcdaniel,1818
shot and Tasered,,False,other,Car,False,True,Durham,19.8,Los Angeles,M,-73.4274,25.1109,W,CA,Mark Shah,1819
shot,gun,False,attack,Other,False,True,Killeen,20.7,Casper,M,-74.4885,25.335,B,CA,Paul Valenzuela,1820
shot,gun,False,attack,Other,False,True,Arab,25.2,Tucson,M,-109.9404,33.7032,W,CA,Stacy Booth,1821
shot,,False,attack,Car,False,True,Tallahassee,57.6,Bakersfield,M,-107.6715,32.6691,W,CA,Christopher Marquez,1822
shot,gun,False,attack,Not fleeing,False,True,Barton,53.1,Los Angeles,M,-87.6537,25.0146,W,CA,Angela Diaz,1823
shot and Tasered,unarmed,False,attack,Car,False,True,Brooksville,29.7,Los Angeles,M,-105.2541,30.5361,B,CA,Kelly Moody,1824
shot,gun,False,attack,Not fleeing,False,True,St. Louis,35.1,Houston,M,-81.19709999999999,27.0045,W,CA,Colleen Powell,1825
shot,gun,False,undetermined,,False,True,Oklahoma City,36.0,Houston,M,-74.57220000000001,35.9361,W,CA,Douglas Johnson,1826
shot,gun,False,attack,Not fleeing,False,True,Chicago,22.5,Los Angeles,M,-75.861,29.9871,W,CA,Madison Miles,1827
shot,,False,attack,Car,False,True,Marion,55.8,Phoenix,M,-94.5171,35.7417,H,CA,Kyle Harrell,1828
shot,gun,False,attack,Other,False,True,Greenville,41.4,Phoenix,M,-72.03330000000001,32.319900000000004,H,CA,Christopher Saunders,1829
shot,gun,False,attack,Not fleeing,False,True,New York,51.3,Los Angeles,M,-66.5523,36.7344,W,CA,Michelle Mosley,1830
shot and Tasered,unarmed,False,attack,Foot,False,True,Ontario,55.8,Orlando,M,-77.7582,35.802,W,CA,Amy Roach,1831
shot,gun,False,attack,Not fleeing,False,True,Dearborn,22.5,Los Angeles,M,-77.67,29.1303,B,CA,Hannah Kelley,1832
shot,gun,False,attack,Car,False,True,Silverton,31.5,Boise,M,-81.2304,34.7922,W,CA,Cory Reyes,1833
shot,gun,False,attack,Not fleeing,True,True,Birmingham,30.6,Los Angeles,M,-79.9965,27.3564,W,CA,Jason Frank,1834
shot,gun,False,attack,Not fleeing,False,True,Edison,25.2,Los Angeles,M,-110.0979,34.1505,W,CA,Amy Rowe,1835
shot and Tasered,baseball bat,True,attack,Not fleeing,False,True,Akron,48.6,Los Angeles,M,-104.7888,30.7089,W,CA,Jason Smith,1836
shot,knife,False,other,Not fleeing,False,True,Colton,27.9,Oklahoma City,M,-110.5731,38.1249,B,CA,Donna Snyder,1837
shot,,False,other,Car,False,True,Palm City,33.3,Phoenix,M,-110.1798,34.0101,H,CA,Douglas Nash,1838
shot,gun,False,attack,Not fleeing,False,True,Birmingham,19.8,Ashville,M,-100.6875,37.881,W,CA,Dana Riley,1839
shot,machete,False,other,Not fleeing,False,True,Joplin,33.3,Los Angeles,M,-72.1908,23.2596,W,CA,Jason Short,1840
shot,gun,False,other,Not fleeing,False,True,Clarksville,20.7,Los Angeles,M,-88.14240000000001,31.5477,W,CA,Mrs. Peggy Crawford DVM,1841
shot,gun,False,attack,Not fleeing,False,True,Gainesville,26.1,Los Angeles,M,-69.12180000000001,37.8918,W,CA,Suzanne Armstrong,1842
shot,gun,False,attack,Not fleeing,False,True,Barberville,22.5,Albuquerque,M,-75.9654,30.3525,W,CA,Linda Solis,1843
shot and Tasered,gun,True,other,Not fleeing,False,True,Fox Crossing,43.2,Las Vegas,M,-66.8565,40.2687,W,CA,Christopher Davis,1844
shot and Tasered,machete,True,other,Not fleeing,False,True,Vestavia Hills,40.5,Houston,M,-80.21159999999999,29.581200000000003,W,CA,Mariah Young,1845
shot and Tasered,machete,True,other,Not fleeing,False,True,Siskiyou County,37.8,Phoenix,M,-78.90390000000001,37.6659,W,CA,Teresa Barrett,1846
shot,unarmed,False,attack,Foot,True,True,Phoenix,23.4,Phoenix,M,-63.970200000000006,38.0772,W,CA,Pamela Holt,1847
shot,gun,False,attack,Not fleeing,True,True,Hudson,18.9,Los Angeles,M,-97.5402,38.7387,H,CA,Sarah Murray,1848
shot,baton,True,attack,Not fleeing,False,True,Hixson,30.6,Phoenix,M,-88.776,26.4762,H,CA,Jessica Garcia,1849
shot and Tasered,knife,False,other,Foot,True,True,Warren,27.0,Phoenix,M,-80.6328,40.6539,H,CA,James Buchanan,1850
shot,gun,False,attack,Not fleeing,False,True,Hudson,37.8,Ashville,M,-106.5258,30.6882,W,CA,Garrett Peck,1851
shot,gun,False,other,Foot,False,True,Abilene,43.2,Los Angeles,M,-85.7844,26.7417,H,CA,Kimberly Blanchard,1852
shot,gun,False,attack,Foot,False,True,San Francisco,19.8,Alexander,M,-68.82390000000001,35.386199999999995,W,CA,Gregory Mcintosh,1853
shot,knife,True,other,Foot,False,True,Las Vegas,32.4,Phoenix,M,-105.1209,42.9606,H,CA,Glen Lee,1854
shot,gun,False,attack,Not fleeing,False,True,St. Louis,45.9,Jacksonville,M,-88.785,26.46,W,CA,Lauren Nelson,1855
shot,gun,False,other,Car,False,True,Los Lunas,21.6,Phoenix,M,-78.90390000000001,37.6659,H,CA,Johnny Good,1856
shot,gun,False,attack,Not fleeing,False,True,Los Angeles,27.0,Jacksonville,M,-85.4442,32.3316,W,CA,Kristopher Gallagher,1857
shot,gun,False,attack,Not fleeing,False,True,Los Angeles,36.9,Los Angeles,M,-78.39,31.3938,W,CA,Michael Santos,1858
shot,knife,False,other,Not fleeing,False,True,Salt Lake City,59.4,Houston,M,-105.9129,32.0535,W,CA,Margaret Ingram,1859
shot,gun,False,other,Foot,True,True,Orange County,14.4,Los Angeles,M,-107.8938,35.6544,W,CA,Ashley Hall,1860
shot,knife,True,attack,Not fleeing,False,True,Los Angeles,18.0,Los Angeles,M,-107.7264,33.156000000000006,B,CA,Thomas Johnson,1861
shot,gun,False,attack,,False,True,Lake Jackson,43.2,Los Angeles,M,-106.2216,30.5838,W,CA,Pamela Hill,1862
shot,gun,False,attack,Other,False,True,Arlington,15.3,Phoenix,M,-108.0522,33.2802,W,CA,Dakota Ramirez,1863
shot,unarmed,False,other,Not fleeing,True,True,Aldie,17.1,Jacksonville,M,-83.7972,32.607,W,CA,Adrian Reed,1864
shot,,False,attack,Car,True,True,Milwaukee,42.3,Phoenix,M,-74.9493,38.235600000000005,H,CA,Laura Moore,1865
shot,gun,False,attack,Not fleeing,False,True,Kendale Lakes,31.5,Los Angeles,M,-81.1944,34.7364,W,CA,Stephanie Wade,1866
shot,gun,False,attack,Foot,False,True,Nikolaevsk,22.5,San Antonio,M,-101.061,30.1311,W,CA,Crystal Jones,1867
shot,gun,False,attack,Not fleeing,False,True,San Bernardino,27.0,Los Angeles,M,-95.1048,31.9428,W,CA,Daniel Cunningham,1868
shot and Tasered,blunt object,False,attack,Not fleeing,False,True,Akron,35.1,Los Angeles,M,-87.6294,33.8949,W,CA,David Love,1869
shot,knife,False,attack,Not fleeing,False,True,Davidsonville,18.9,San Antonio,M,-77.23440000000001,37.4184,W,CA,Andrew Lewis,1870
shot,gun,False,other,Foot,False,True,Tucson,24.3,Los Angeles,M,-81.26100000000001,34.8012,W,CA,Richard Miller,1871
shot,,False,other,Car,False,True,Fulton,30.6,Orlando,M,-74.9673,38.1546,W,CA,Paul Gilmore,1872
shot,unarmed,False,other,Not fleeing,False,True,Metairie,32.4,Columbus,M,-75.81869999999999,35.767799999999994,W,CA,Ashley Blair,1873
shot,rock,False,other,Car,True,True,Utica,41.4,Los Angeles,M,-79.29180000000001,27.6615,B,CA,Jasmine Sparks,1874
shot,knife,True,other,Not fleeing,False,True,Lawrenceburg,43.2,Columbus,M,-67.5369,36.0288,W,CA,Trevor Roman,1875
shot,unarmed,False,attack,Foot,False,True,Columbus,22.5,Los Angeles,M,-79.2234,38.674800000000005,W,CA,Thomas Villarreal,1876
shot,gun,False,other,Not fleeing,False,True,Apple Valley,22.5,Bakersfield,M,-77.202,34.38,W,CA,Adam Miller,1877
shot,gun,False,attack,Not fleeing,False,True,Los Angeles,42.3,Los Angeles,M,-71.5923,36.2511,W,CA,Robert Moody,1878
shot,gun,False,attack,,False,True,Waukegan,26.1,Tucson,M,-77.7663,30.3084,W,CA,Brian Burns,1879
shot,gun,False,attack,Not fleeing,False,True,Montgomery,16.2,Jacksonville,M,-75.96000000000001,30.3498,W,CA,Edward Newton,1880
shot,crowbar,False,other,Not fleeing,False,True,Muskogee,24.3,Phoenix,M,-109.9935,42.6402,H,CA,Christopher Simon,1881
shot,gun,False,attack,Not fleeing,False,True,Oklahoma City,45.0,Los Angeles,M,-73.40039999999999,24.8724,W,CA,Ashley Galvan,1882
shot,gun,True,attack,Not fleeing,False,True,Charlottesville,43.2,Phoenix,M,-75.9645,38.016000000000005,H,CA,Gregory Ward,1883
shot,gun,False,attack,Foot,False,True,Tallahassee,37.8,Los Angeles,M,-81.19709999999999,27.0045,B,CA,Brian Crosby,1884
shot,unarmed,False,other,Foot,False,True,Aitkin,22.5,Aitkin,M,-78.858,31.3101,N,CA,Cheryl Hayes,1885
shot,gun,False,attack,Car,False,True,Parma,21.6,Las Vegas,M,-74.73780000000001,36.0234,B,CA,Craig Holden,1886
shot,gun,False,attack,Not fleeing,False,True,Rapid City,36.9,Phoenix,M,-94.599,35.8074,W,CA,April Jones,1887
shot,gun,False,attack,Not fleeing,False,True,Youngtown,27.9,Phoenix,M,-109.7631,33.6249,H,CA,Jean Aguilar,1888
shot,gun,False,attack,Not fleeing,False,True,Sacramento,46.8,Phoenix,M,-63.92790000000001,37.8972,H,CA,Brooke Ferguson,1889
shot and Tasered,oar,False,attack,Other,False,True,Compton,31.5,Los Angeles,M,-100.8972,30.1455,W,CA,Kristen Miller,1890
shot,gun,False,attack,Not fleeing,False,True,Beaumont,38.7,Orlando,M,-81.9423,40.1625,W,CA,Jeffrey Wood,1891
shot,undetermined,False,other,Not fleeing,False,True,Carthage,33.3,Los Angeles,M,-110.4912,42.3342,W,CA,Tiffany Jackson,1892
shot,knife,True,attack,Not fleeing,False,True,Honolulu,27.9,Las Vegas,M,-100.9782,30.1068,W,CA,Adam Wright,1893
shot and Tasered,knife,False,other,Not fleeing,True,True,Lynn,45.0,Phoenix,M,-80.7552,31.690800000000003,W,CA,Sandra Marshall,1894
shot,gun,False,attack,Not fleeing,False,True,Stockton,19.8,Houston,M,-87.65190000000001,29.5857,W,CA,Tina Mack,1895
shot,,False,other,Not fleeing,False,True,Morris Township,39.6,Chicago,M,-87.966,28.0026,H,CA,Edward Smith,1896
shot,gun,False,attack,Not fleeing,False,True,Los Angeles,19.8,Arlington,M,-73.2681,25.6383,W,CA,Kimberly Edwards,1897
shot,machete and gun,True,other,Not fleeing,False,True,Denver,19.8,Los Angeles,M,-81.7155,31.527,W,CA,Wayne Taylor,1898
shot,gun,False,attack,Foot,True,True,Vancouver,18.9,Jacksonville,M,-84.76650000000001,40.9977,W,CA,Michael White,1899
shot,knife,False,other,Not fleeing,True,True,Louisville,25.2,Los Angeles,M,-88.1595,26.8866,B,CA,Kara Johnson,1900
shot,,False,other,Not fleeing,False,True,Aurora,17.1,Los Angeles,M,-80.4204,38.7639,W,CA,David Cruz,1901
shot,knife,False,attack,Not fleeing,False,True,O'Fallon,41.4,Phoenix,M,-78.9993,37.7262,H,CA,Eric Lewis,1902
shot,toy weapon,True,attack,Not fleeing,False,True,Ruskin,20.7,Orlando,M,-75.3741,30.465,W,CA,Timothy Jones,1903
shot,gun,False,attack,Not fleeing,False,True,St. Charles County,24.3,Las Vegas,M,-88.04069999999999,26.6841,B,CA,Kimberly Shepherd,1904
shot and Tasered,knife,True,other,Not fleeing,False,True,Reno,22.5,Los Angeles,M,-72.5175,25.2954,W,CA,Becky Mcintosh,1905
shot,unarmed,False,undetermined,Not fleeing,False,True,Woodstock,30.6,Phoenix,M,-87.5403,29.4381,H,CA,Lisa Williams,1906
shot,gun,False,attack,Not fleeing,False,True,Memphis,36.0,Chattanooga,M,-87.615,30.2958,W,CA,Oscar Hernandez,1907
shot,gun,False,attack,Not fleeing,False,True,Brighton,31.5,Charlotte,M,-73.96289999999999,31.2579,W,CA,Robert Lane,1908
shot,gun,False,attack,Not fleeing,False,True,South Gate,59.4,Phoenix,M,-75.8691,27.3735,H,CA,Jeffrey Rose,1909
shot and Tasered,gun,True,other,Not fleeing,False,True,Poultney,40.5,Atlanta,M,-74.4768,32.9211,W,CA,Brittany Garcia,1910
shot and Tasered,gun,False,attack,Not fleeing,False,True,Barrow,29.7,Atlanta,M,-72.79650000000001,31.696200000000005,W,CA,Ashley Allen,1911
shot,gun,False,attack,Not fleeing,False,True,Hemet,26.1,Phoenix,M,-96.0669,29.0583,H,CA,Antonio Martin,1912
shot,knife,False,other,Not fleeing,False,True,Athens,32.4,Los Angeles,M,-140.8347,18.8046,H,CA,Priscilla Eaton,1913
shot,gun,False,other,Not fleeing,False,True,Aurora,36.9,Charlotte,M,-84.7449,32.4549,W,CA,Jonathan Armstrong,1914
shot,gun,False,other,Not fleeing,False,True,Reno,16.2,Los Angeles,M,-84.92309999999999,38.2104,W,CA,Jessica Lawson,1915
shot,gun,False,other,Foot,False,True,Huntington Beach,16.2,Arlington,M,-97.8264,33.1002,W,CA,Valerie Soto,1916
shot,gun,False,other,Not fleeing,False,True,Presque Isle,31.5,Las Vegas,M,-72.20700000000001,23.2596,W,CA,Lucas Davis,1917
shot,gun,True,attack,Not fleeing,False,True,San Bernardino,34.2,Las Vegas,M,-78.5736,32.9139,W,CA,Natalie Garcia,1918
shot,gun,False,other,Not fleeing,False,True,Orlando,40.5,Tucson,M,-78.9417,37.6803,W,CA,Christopher Johnson,1919
shot,gun,False,other,Other,False,True,La Mirada,22.5,Phoenix,M,-82.0116,27.7542,H,CA,Kimberly Johnson,1920
shot,knife,False,other,Not fleeing,False,True,Houston,27.0,Phoenix,M,-107.6319,32.6691,H,CA,Michael Abbott DDS,1921
shot,knife,True,other,Not fleeing,False,True,Fisty,25.2,Chattanooga,M,-66.6054,36.6417,W,CA,Travis Cabrera,1922
shot,tire iron,False,other,Not fleeing,False,True,Pine River,28.8,Chicago,M,-105.4476,29.691000000000003,H,CA,Adam Hess,1923
shot,gun,False,attack,Other,False,True,High Point,36.9,Los Angeles,M,-66.3858,36.6066,W,CA,Joann Miller,1924
shot,,False,other,,False,True,Ruidoso,25.2,Las Vegas,M,-106.0758,30.719700000000003,W,CA,Erica Zuniga,1925
shot,,False,attack,Car,False,True,Shreveport,57.6,Phoenix,M,-78.64110000000001,35.5167,H,CA,Terrance Carter,1926
shot,knife,True,other,Not fleeing,False,True,Hometown,46.8,Phoenix,M,-64.0791,37.4904,W,CA,Robert Mccullough,1927
shot,knife,False,undetermined,Not fleeing,False,True,San Diego,36.0,Los Angeles,M,-71.0415,32.697900000000004,W,CA,Denise Gray,1928
shot,gun,False,attack,Not fleeing,False,True,Ponder,11.7,Phoenix,M,-75.59639999999999,32.7852,H,CA,Jennifer White,1929
shot,gun,False,attack,Not fleeing,False,True,Greenfield,42.3,Las Vegas,M,-72.666,31.682700000000004,B,CA,Jeffrey Villarreal,1930
shot,crossbow,False,attack,Not fleeing,False,True,Fairfield,27.9,Oklahoma City,M,-87.52409999999999,29.5758,B,CA,Lisa Martin,1931
shot,,False,other,Car,False,True,Avenal,38.7,Jacksonville,M,-72.63810000000001,31.8303,W,CA,Andrea Stone,1932
shot and Tasered,vehicle,True,other,Not fleeing,False,True,San Diego,41.4,Tucson,M,-73.08,28.836,W,CA,Brenda Good,1933
shot,knife,False,other,Not fleeing,False,True,Marksville,20.7,Los Angeles,M,-106.5294,30.4902,W,CA,Bryan Contreras,1934
shot,gun,False,attack,Foot,False,True,Mission,36.0,Bakersfield,M,-77.02199999999999,34.3692,W,CA,Tony Smith,1935
shot,pair of scissors,True,attack,Not fleeing,False,True,Lincoln Township,45.9,Los Angeles,M,-85.9392,26.9946,W,CA,Robert Barnes,1936
shot,knife,False,other,Not fleeing,True,True,Chicago,27.0,Phoenix,M,-94.5333,35.7795,H,CA,Kenneth Luna,1937
shot,gun,True,attack,Car,False,True,Greeley,27.9,Las Vegas,M,-90.5634,38.8692,B,CA,Megan Trujillo,1938
shot,gun,False,attack,Not fleeing,False,True,Syracuse,52.2,Jacksonville,M,-77.4171,30.2463,W,CA,Melinda Flores,1939
shot,gun,True,attack,Not fleeing,False,True,Weld County,40.5,Los Angeles,M,-74.3094,24.782400000000003,W,CA,Carolyn Patterson,1940
shot,gun,False,attack,Not fleeing,False,True,Baltimore,40.5,Los Angeles,M,-99.6903,28.9998,W,CA,Harold Hernandez,1941
shot,gun,False,attack,Not fleeing,False,True,Highland,56.7,Arlington,M,-106.2378,30.664800000000003,W,CA,Katelyn Harper,1942
shot,knife,False,attack,Not fleeing,False,True,Ludowici,25.2,Albuquerque,M,-83.9196,40.4658,W,CA,Madison Weaver,1943
shot,gun,False,attack,Other,False,True,New York,27.9,Los Angeles,M,-81.2385,26.9937,W,CA,Terry Evans,1944
shot,knife,False,other,Not fleeing,False,True,Hutchins,23.4,Denver,M,-73.50930000000001,27.3087,W,CA,Casey Norris,1945
shot,gun,False,attack,Not fleeing,True,True,Wilmore,44.1,Phoenix,M,-73.2834,26.8047,H,CA,Benjamin Ellis,1946
shot,gun,False,other,Car,False,True,San Antonio,55.8,Houston,M,-91.8693,28.737,W,CA,David Mcdonald,1947
shot,gun,False,attack,Not fleeing,False,True,Pearl,15.3,Oklahoma City,M,-86.95079999999999,35.3259,B,CA,Alvin Brown,1948
shot and Tasered,knife,False,other,Foot,False,True,Chanhassen,44.1,Los Angeles,M,-86.148,26.8749,W,CA,Katie Burton,1949
shot,knife,True,attack,Not fleeing,False,True,Killeen,29.7,Los Angeles,M,-96.9831,29.0421,H,CA,Nicholas Payne,1950
shot,gun,False,attack,Other,False,True,Clearlake Oaks,22.5,Houston,M,-77.6304,37.5084,W,CA,Matthew Jones,1951
shot and Tasered,unarmed,False,attack,Not fleeing,False,True,Fort Worth,26.1,Los Angeles,M,-94.5693,36.5499,W,CA,Sarah Olsen,1952
shot,gun,False,other,Not fleeing,False,True,Auburn,45.9,Jacksonville,M,-110.5758,40.9437,W,CA,Laura Clark,1953
shot,knife,True,other,Not fleeing,False,True,Knox County,30.6,Phoenix,M,-105.3171,31.3956,H,CA,Jonathan Aguilar,1954
shot,gun,False,attack,Car,False,False,Fairhope,24.3,Oklahoma City,M,-78.1416,30.1041,B,CA,Jesse Galloway,1955
shot,gun,False,attack,Foot,False,True,Bolton,33.3,Arlington,M,-97.5402,38.7387,W,CA,Dawn Mendoza,1956
shot,,False,attack,Car,False,True,Paterson,25.2,Los Angeles,M,-103.176,31.3956,W,CA,Caitlyn Freeman MD,1957
shot and Tasered,gun,True,attack,Foot,False,True,Jacksonville,35.1,Los Angeles,M,-94.4982,35.7588,B,CA,Patricia Smith,1958
shot,gun,True,attack,Not fleeing,True,True,Kalamazoo,19.8,Phoenix,M,-100.6983,36.486,H,CA,Dr. Michelle Porter,1959
shot and Tasered,knife,True,other,Not fleeing,False,True,Boulder Creek,38.7,Chicago,M,-100.5813,29.6046,H,CA,Eric Brown,1960
shot,gun,False,attack,Foot,False,True,Rialto,26.1,Phoenix,M,-110.3949,41.075100000000006,H,CA,Matthew Barker,1961
shot,gun,False,attack,Foot,False,True,Fairhope,42.3,Albuquerque,M,-70.9542,32.144400000000005,W,CA,Joseph Yates,1962
shot,gun,False,attack,Not fleeing,False,True,Flint,37.8,Phoenix,M,-72.27990000000001,23.3811,W,CA,Lisa Blake DDS,1963
shot,unknown weapon,False,attack,Car,False,True,Emery County,27.9,Los Angeles,M,-87.8409,31.8915,W,CA,Adam Wade,1964
shot,gun,False,attack,Not fleeing,False,True,Owings Mills,19.8,Los Angeles,M,-76.725,39.6927,H,CA,Alexandra Reynolds,1965
shot,gun,True,attack,Not fleeing,False,True,Brockton,16.2,Los Angeles,M,-101.0295,30.1581,W,CA,Mathew Wells,1966
shot,knife,True,other,Not fleeing,False,True,Florissant,19.8,Phoenix,M,-106.2495,30.5748,H,CA,Miss Theresa Jones,1967
shot,knife,False,other,Car,False,True,Phoenix,28.8,Phoenix,M,-88.7427,31.1436,W,CA,Kevin Hancock,1968
shot,gun,False,attack,Other,False,True,Rotterdam,41.4,Chicago,M,-109.665,33.6285,H,CA,Steven Beck,1969
shot,unarmed,True,attack,Not fleeing,False,True,Savannah,25.2,Los Angeles,M,-110.1924,42.4836,W,CA,Sarah Williams,1970
shot,,True,other,Not fleeing,False,False,Mabank,20.7,Tucson,M,-109.1664,34.1937,W,CA,Ricardo Stewart,1971
shot,gun,True,attack,Not fleeing,False,True,Ripon,32.4,Phoenix,M,-71.8938,36.3978,H,CA,Krystal Smith,1972
shot,toy weapon,False,other,Not fleeing,False,True,Colorado Springs,30.6,Charlotte,M,-106.6113,30.7764,W,CA,Shannon Love,1973
shot,knife,True,other,Not fleeing,False,True,Lynnwood,21.6,Phoenix,M,-77.90039999999999,32.4135,W,CA,Matthew Blake,1974
shot,unarmed,False,other,Foot,True,True,Phoenix,49.5,Los Angeles,M,-76.58370000000001,30.2562,W,CA,Donald Obrien,1975
shot,gun,False,attack,Car,False,True,Acworth,33.3,Las Vegas,M,-67.8537,35.8506,B,CA,Jeffrey Dixon,1976
shot,knife,False,other,Not fleeing,False,True,Prichard,36.9,Bakersfield,M,-83.6388,28.6434,W,CA,Barbara Taylor,1977
shot and Tasered,unarmed,False,attack,Not fleeing,False,False,Tucson,26.1,Las Vegas,M,-78.11370000000001,31.886100000000003,W,CA,Ana Gonzalez,1978
shot,air conditioner,False,other,Not fleeing,False,True,St. Cloud,20.7,San Antonio,M,-109.3806,34.7778,W,CA,Mary Valencia,1979
shot,gun,False,attack,Other,False,True,Vadnais Heights,28.8,Phoenix,M,-96.7086,35.615700000000004,W,CA,Lisa Stanton,1980
shot,gun,False,attack,Not fleeing,False,True,Genesee Township,36.9,Las Vegas,M,-110.3031,42.8094,B,CA,Jeffrey Walker,1981
shot,gun,True,other,Not fleeing,False,True,Hutchins,26.1,Los Angeles,M,-73.116,31.6737,W,CA,Melanie Robinson,1982
shot,gun,False,attack,Not fleeing,False,True,Kansas City,18.9,Los Angeles,M,-77.994,30.2733,W,CA,Heather Riggs,1983
shot,knife,True,attack,Not fleeing,False,True,Reseda,37.8,Arlington,M,-87.6348,32.166000000000004,W,CA,Heather Gonzalez,1984
shot,,False,other,Car,False,True,Sugar Creek,36.9,Tucson,M,-73.53899999999999,37.3086,W,CA,Jill Garcia,1985
shot,gun,False,attack,Foot,False,True,New York,38.7,Los Angeles,M,-86.346,32.5656,W,CA,Allison Russell,1986
shot and Tasered,screwdriver,False,attack,Not fleeing,False,True,Porterville,34.2,Houston,M,-73.72800000000001,33.0435,W,CA,Christine Rogers,1987
shot,gun,False,attack,Not fleeing,False,True,Lake Hallie,24.3,Arlington,M,-61.2936,41.5431,W,CA,Michael Bowman,1988
shot,gun,False,attack,Foot,False,True,Boise,39.6,Los Angeles,M,-106.6113,30.7548,B,CA,Michael Brown,1989
shot and Tasered,knife,True,other,Not fleeing,False,True,Philadelphia,28.8,Chicago,M,-86.2659,32.539500000000004,H,CA,Jordan Jordan,1990
shot and Tasered,knife,False,other,Foot,True,True,Glendale,18.9,Los Angeles,M,-72.55619999999999,32.8671,W,CA,Sarah Wright,1991
shot,gun,False,attack,Other,False,True,Gulfport,21.6,Houston,M,-94.7538,36.024300000000004,W,CA,Meghan Ramos,1992
shot,pole and knife,False,other,Not fleeing,False,True,Hollywood Hills,20.7,Phoenix,M,-69.2388,35.0181,H,CA,James Wilson,1993
shot and Tasered,gun and knife,False,attack,Not fleeing,False,True,Flatwoods,22.5,Arlington,M,-100.7649,30.3012,W,CA,Christine Hicks,1994
